window_id,video_id,video_path,source_path,source_start_seconds,duration_seconds,cohort,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,prior_algorithm_exposure,browser_video_path,view_start_seconds
211056_anchored_30s,211056,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\211056_anchored30s.mp4,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163001n211056\20230805T163001n211056.MP4,138.91940685611186,29.96526048714479,lindian49,R2,1,complete,24,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\211056_browser_lossless.mp4,0
211070_anchored_30s,211070,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\211070_anchored30s.mp4,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,17.14854570637119,29.952793167128345,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\211070_browser_lossless.mp4,0
ba170296_anchored_30s,ba170296,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba170296_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T173354n170296\20230806T173354n170296.MP4,0,30.01586849106804,lindian49,R2,1,complete,18,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba170296_browser_lossless.mp4,0
ba177610_anchored_30s,ba177610,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba177610_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\20230806T172949n177610.MP4,23.32533482142857,29.973055245535715,lindian49,R2,1,complete,23,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba177610_browser_lossless.mp4,0
ba455_anchored_30s,ba455,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba455_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,45.67645038167939,29.98958863443596,lindian49,R2,1,complete,27,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba455_browser_lossless.mp4,0
ba6516_anchored_30s,ba6516,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ba6516_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\20230806T172609n6516.MP4,9.350518309859156,30.01400938967136,lindian49,R2,1,complete,22,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ba6516_browser_lossless.mp4,0
bs0514_anchored_30s,bs0514,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs0514_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\20230806T080921n50514.MP4,31.591687165775404,29.97751336898396,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs0514_browser_lossless.mp4,0
bs170227_anchored_30s,bs170227,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs170227_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\20230806T080034n170227.MP4,208.3723326408125,30.048145583256385,lindian49,R2,1,complete,19,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs170227_browser_lossless.mp4,0
bs177611_anchored_30s,bs177611,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs177611_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\20230806T093742n177611.MP4,71.28066947812336,29.988631172026007,lindian49,R2,1,complete,19,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs177611_browser_lossless.mp4,0
bs189556_anchored_30s,bs189556,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs189556_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,120.67707053140096,29.99621256038647,lindian49,R2,1,complete,13,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs189556_browser_lossless.mp4,0
bs190624_anchored_30s,bs190624,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs190624_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T084558n190624\20230807T084558n190624.MP4,1.84388595564942,29.963146779303063,lindian49,R2,1,complete,27,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs190624_browser_lossless.mp4,0
bs200673_anchored_30s,bs200673,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs200673_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081058n200673\20230807T081058n200673.MP4,0,30.01998652654272,lindian49,R2,1,complete,33,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs200673_browser_lossless.mp4,0
bs200794_anchored_30s,bs200794,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs200794_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090015n200794\20230807T090015n200794.MP4,19.355066269948605,29.954269227301413,lindian49,R2,1,complete,29,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs200794_browser_lossless.mp4,0
bs210974_anchored_30s,bs210974,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs210974_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,81.89312659846547,30.03132992327366,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs210974_browser_lossless.mp4,0
bs211046_anchored_30s,bs211046,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs211046_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081353n211046\20230807T081353n211046.MP4,65.32965328467154,29.95716023635732,lindian49,R2,1,complete,19,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs211046_browser_lossless.mp4,0
bs211063_anchored_30s,bs211063,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs211063_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080235n211063\20230807T080235n211063.MP4,113.72241194486983,29.963483920367533,lindian49,R2,1,complete,32,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs211063_browser_lossless.mp4,0
bs450_anchored_30s,bs450,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs450_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090757n450\20230807T090757n450.MP4,81.16668381344307,29.95164951989026,lindian49,R2,1,complete,33,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs450_browser_lossless.mp4,0
bs455_anchored_30s,bs455,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs455_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T092453n455\20230806T092453n455.MP4,127.66915217391303,30.0126397515528,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs455_browser_lossless.mp4,0
bs4717_anchored_30s,bs4717,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs4717_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T094403n4717\20230806T094403n4717.MP4,26.067873197625104,29.98958863443596,lindian49,R2,1,complete,30,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs4717_browser_lossless.mp4,0
bs6516_anchored_30s,bs6516,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\bs6516_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081757n6516\20230807T081757n6516.MP4,3.6975238095238097,30.042380952380952,lindian49,R2,1,complete,18,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\bs6516_browser_lossless.mp4,0
ns170082_anchored_30s,ns170082,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns170082_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T081727n170082\20230806T081727n170082.MP4,119.28796949082664,30.024077509791795,lindian49,R2,1,complete,29,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns170082_browser_lossless.mp4,0
ns179166_anchored_30s,ns179166,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns179166_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T071859n179166\20230807T071859n179166.MP4,0,30.04530332681017,lindian49,R2,1,complete,34,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns179166_browser_lossless.mp4,0
ns196527_anchored_30s,ns196527,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns196527_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073230n196527\20230807T073230n196527.MP4,2.742142857142857,30.04931547619048,lindian49,R2,1,complete,33,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns196527_browser_lossless.mp4,0
ns200886_anchored_30s,ns200886,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns200886_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T072548n200886\20230807T072548n200886.MP4,21.69976622662266,30.037044829482944,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns200886_browser_lossless.mp4,0
ns210947_anchored_30s,ns210947,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns210947_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073953n210947\20230806T073953n210947.MP4,171.8215189873418,29.98227848101266,lindian49,R2,1,complete,24,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns210947_browser_lossless.mp4,0
ns211003_anchored_30s,ns211003,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211003_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T074647n211003\20230806T074647n211003.MP4,276.1403941702551,30.04037760847963,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211003_browser_lossless.mp4,0
ns211095_anchored_30s,ns211095,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211095_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,233.21675960346963,30.01799876084263,lindian49,R2,1,complete,23,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211095_browser_lossless.mp4,0
ns211117_anchored_30s,ns211117,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211117_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073445n211117\20230807T073445n211117.MP4,0,30.029758089852344,lindian49,R2,1,partial,25,expiration_peak,true,看不出呼气和吸气区别,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211117_browser_lossless.mp4,0
ns211146_anchored_30s,ns211146,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\ns211146_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073713n211146\20230807T073713n211146.MP4,36.47654520917679,29.97117408906883,lindian49,R2,1,complete,28,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\ns211146_browser_lossless.mp4,0
zs170053_anchored_30s,zs170053,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170053_anchored30s.mp4,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T094302n170053\20230807T094302n170053.MP4,3.814567979669632,30.054171961033465,lindian49,R2,1,partial,21,expiration_peak,true,无法看出呼气和吸气区别,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170053_browser_lossless.mp4,0
zs170236_anchored_30s,zs170236,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170236_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103306n170236\20230806T103306n170236.MP4,45.1446,29.98239848484848,lindian49,R2,1,complete,30,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170236_browser_lossless.mp4,0
zs170416_anchored_30s,zs170416,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170416_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,0,30.046774193548387,lindian49,R2,1,complete,22,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170416_browser_lossless.mp4,0
zs170554_anchored_30s,zs170554,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs170554_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101929n170554\20230806T101929n170554.MP4,0,29.967104111986004,lindian49,R2,1,complete,23,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs170554_browser_lossless.mp4,0
zs190621_anchored_30s,zs190621,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs190621_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102337n190621\20230806T102337n190621.MP4,147.58315725003823,29.97782881641402,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs190621_browser_lossless.mp4,0
zs197000_anchored_30s,zs197000,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs197000_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101554n197000\20230806T101554n197000.MP4,73.33814442850311,30.054714251554284,lindian49,R2,1,complete,26,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs197000_browser_lossless.mp4,0
zs200751_anchored_30s,zs200751,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs200751_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T095917n200751\20230806T095917n200751.MP4,3.822699564586357,30.00239961296565,lindian49,R2,1,complete,29,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs200751_browser_lossless.mp4,0
zs200783_anchored_30s,zs200783,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs200783_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101001n200783\20230806T101001n200783.MP4,0.3487847989394609,29.99549270879364,lindian49,R2,1,complete,21,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs200783_browser_lossless.mp4,0
zs211062_anchored_30s,zs211062,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_videos\zs211062_anchored30s.mp4,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102804n211062\20230806T102804n211062.MP4,241.73754711900915,30.04319803446419,lindian49,R2,1,complete,16,expiration_peak,true,,yes,E:\real\use_code\yoloV8\Experiment\03_可靠事件参考\event_workspace\browser_media_v1\zs211062_browser_lossless.mp4,0
